(free cell-1-2), layer: 0
(blocked cell-9-1 north), layer: 0
(blocked cell-9-16 south), layer: 0
(blocked cell-10-1 north), layer: 0
(blocked cell-10-16 south), layer: 0
(blocked cell-11-1 north), layer: 0
(blocked cell-11-16 south), layer: 0
(blocked cell-12-1 north), layer: 0
(blocked cell-12-16 south), layer: 0
(blocked cell-13-1 north), layer: 0
(blocked cell-13-16 south), layer: 0
(blocked cell-14-1 north), layer: 0
(blocked cell-14-16 south), layer: 0
(blocked cell-15-1 north), layer: 0
(blocked cell-15-16 south), layer: 0
(blocked cell-16-1 north), layer: 0
(blocked cell-16-16 south), layer: 0
(blocked cell-1-1 west), layer: 0
(blocked cell-16-1 east), layer: 0
(blocked cell-1-2 west), layer: 0
(blocked cell-16-2 east), layer: 0
(blocked cell-1-3 west), layer: 0
(blocked cell-16-3 east), layer: 0
(blocked cell-1-4 west), layer: 0
(blocked cell-16-4 east), layer: 0
(blocked cell-1-5 west), layer: 0
(blocked cell-16-5 east), layer: 0
(blocked cell-1-6 west), layer: 0
(blocked cell-16-6 east), layer: 0
(blocked cell-1-7 west), layer: 0
(blocked cell-16-7 east), layer: 0
(blocked cell-1-8 west), layer: 0
(blocked cell-16-8 east), layer: 0
(blocked cell-1-9 west), layer: 0
(blocked cell-16-9 east), layer: 0
(blocked cell-1-10 west), layer: 0
(blocked cell-16-10 east), layer: 0
(blocked cell-1-11 west), layer: 0
(blocked cell-16-11 east), layer: 0
(blocked cell-1-12 west), layer: 0
(blocked cell-16-12 east), layer: 0
(blocked cell-1-13 west), layer: 0
(blocked cell-16-13 east), layer: 0
(blocked cell-1-14 west), layer: 0
(blocked cell-16-14 east), layer: 0
(blocked cell-1-15 west), layer: 0
(blocked cell-16-15 east), layer: 0
(blocked cell-1-16 west), layer: 0
(blocked cell-16-16 east), layer: 0
(blocked cell-1-12 south), layer: 0
(blocked cell-1-13 north), layer: 0
(blocked cell-1-6 south), layer: 0
(blocked cell-1-7 north), layer: 0
(blocked cell-10-1 east), layer: 0
(blocked cell-11-1 west), layer: 0
(blocked cell-10-14 south), layer: 0
(blocked cell-10-15 north), layer: 0
(blocked cell-10-15 east), layer: 0
(blocked cell-11-15 west), layer: 0
(blocked cell-10-8 west), layer: 0
(blocked cell-9-8 east), layer: 0
(blocked cell-10-9 west), layer: 0
(blocked cell-9-9 east), layer: 0
(blocked cell-11-12 east), layer: 0
(blocked cell-12-12 west), layer: 0
(blocked cell-11-12 south), layer: 0
(blocked cell-11-13 north), layer: 0
(blocked cell-11-3 east), layer: 0
(blocked cell-12-3 west), layer: 0
(blocked cell-11-7 south), layer: 0
(blocked cell-11-8 north), layer: 0
(blocked cell-11-8 east), layer: 0
(blocked cell-12-8 west), layer: 0
(blocked cell-12-16 east), layer: 0
(blocked cell-13-16 west), layer: 0
(blocked cell-12-3 south), layer: 0
(blocked cell-12-4 north), layer: 0
(blocked cell-13-11 east), layer: 0
(blocked cell-14-11 west), layer: 0
(blocked cell-14-10 south), layer: 0
(blocked cell-14-11 north), layer: 0
(blocked cell-14-13 east), layer: 0
(blocked cell-15-13 west), layer: 0
(blocked cell-14-2 east), layer: 0
(blocked cell-15-2 west), layer: 0
(blocked cell-14-7 east), layer: 0
(blocked cell-15-7 west), layer: 0
(blocked cell-14-7 south), layer: 0
(blocked cell-14-8 north), layer: 0
(blocked cell-15-1 south), layer: 0
(blocked cell-15-2 north), layer: 0
(blocked cell-15-13 south), layer: 0
(blocked cell-15-14 north), layer: 0
(blocked cell-16-4 south), layer: 0
(blocked cell-16-5 north), layer: 0
(blocked cell-16-9 south), layer: 0
(blocked cell-16-10 north), layer: 0
(blocked cell-2-1 east), layer: 0
(blocked cell-3-1 west), layer: 0
(blocked cell-2-10 south), layer: 0
(blocked cell-2-11 north), layer: 0
(blocked cell-2-11 east), layer: 0
(blocked cell-3-11 west), layer: 0
(blocked cell-2-2 south), layer: 0
(blocked cell-2-3 north), layer: 0
(blocked cell-2-3 east), layer: 0
(blocked cell-3-3 west), layer: 0
(blocked cell-3-15 east), layer: 0
(blocked cell-4-15 west), layer: 0
(blocked cell-3-15 south), layer: 0
(blocked cell-3-16 north), layer: 0
(blocked cell-3-7 east), layer: 0
(blocked cell-4-7 west), layer: 0
(blocked cell-4-10 east), layer: 0
(blocked cell-5-10 west), layer: 0
(blocked cell-4-16 east), layer: 0
(blocked cell-5-16 west), layer: 0
(blocked cell-4-2 east), layer: 0
(blocked cell-5-2 west), layer: 0
(blocked cell-4-7 south), layer: 0
(blocked cell-4-8 north), layer: 0
(blocked cell-5-1 south), layer: 0
(blocked cell-5-2 north), layer: 0
(blocked cell-5-10 south), layer: 0
(blocked cell-5-11 north), layer: 0
(blocked cell-6-14 east), layer: 0
(blocked cell-7-14 west), layer: 0
(blocked cell-7-13 south), layer: 0
(blocked cell-7-14 north), layer: 0
(blocked cell-7-4 east), layer: 0
(blocked cell-8-4 west), layer: 0
(blocked cell-7-4 south), layer: 0
(blocked cell-7-5 north), layer: 0
(blocked cell-7-8 east), layer: 0
(blocked cell-8-8 west), layer: 0
(blocked cell-7-9 east), layer: 0
(blocked cell-8-9 west), layer: 0
(blocked cell-8-10 north), layer: 0
(blocked cell-8-9 south), layer: 0
(blocked cell-8-11 east), layer: 0
(blocked cell-9-11 west), layer: 0
(blocked cell-8-7 south), layer: 0
(blocked cell-8-8 north), layer: 0
(blocked cell-9-10 north), layer: 0
(blocked cell-9-9 south), layer: 0
(blocked cell-9-10 south), layer: 0
(blocked cell-9-11 north), layer: 0
(blocked cell-9-7 south), layer: 0
(blocked cell-9-8 north), layer: 0
