Fact[166]:
  (NOT-initialized p0)
  (NOT-initialized p1)
  (NOT-initialized p10)
  (NOT-initialized p11)
  (NOT-initialized p12)
  (NOT-initialized p13)
  (NOT-initialized p2)
  (NOT-initialized p3)
  (NOT-initialized p4)
  (NOT-initialized p5)
  (NOT-initialized p6)
  (NOT-initialized p7)
  (NOT-initialized p8)
  (NOT-initialized p9)
  (NOT-occupied_pqubit p0)
  (NOT-occupied_pqubit p1)
  (NOT-occupied_pqubit p10)
  (NOT-occupied_pqubit p12)
  (NOT-occupied_pqubit p2)
  (NOT-occupied_pqubit p3)
  (NOT-occupied_pqubit p4)
  (NOT-occupied_pqubit p6)
  (NOT-occupied_pqubit p8)
  (NOT-occupied_pqubit p9)
  (NOT-rcnot l0_l4_i3)
  (NOT-rcnot l0_l4_i42)
  (NOT-rcnot l0_l4_i46)
  (NOT-rcnot l0_l4_i7)
  (NOT-rcnot l1_l4_i1)
  (NOT-rcnot l1_l4_i40)
  (NOT-rcnot l1_l4_i44)
  (NOT-rcnot l1_l4_i5)
  (NOT-rcnot l2_l5_i13)
  (NOT-rcnot l2_l5_i17)
  (NOT-rcnot l2_l5_i36)
  (NOT-rcnot l2_l5_i50)
  (NOT-rcnot l3_l5_i28)
  (NOT-rcnot l3_l5_i30)
  (NOT-rcnot l3_l6_i23)
  (NOT-rcnot l3_l6_i27)
  (NOT-rcnot l4_l5_i11)
  (NOT-rcnot l4_l5_i15)
  (NOT-rcnot l4_l5_i34)
  (NOT-rcnot l4_l5_i38)
  (NOT-rcnot l5_l6_i21)
  (NOT-rcnot l5_l6_i25)
  (swap l1 l5 p12 p2), cost: 1
    pre: (mapped l1 p12) (mapped l5 p2)
    add: (mapped l1 p2) (mapped l5 p12)
    del: (mapped l1 p12) (mapped l5 p2)
  (swap l1 l5 p13 p1), cost: 1
    pre: (mapped l1 p13) (mapped l5 p1)
    add: (mapped l1 p1) (mapped l5 p13)
    del: (mapped l1 p13) (mapped l5 p1)
  (swap l1 l5 p13 p12), cost: 1
    pre: (mapped l1 p13) (mapped l5 p12)
    add: (mapped l1 p12) (mapped l5 p13)
    del: (mapped l1 p13) (mapped l5 p12)
  (swap l1 l5 p2 p3), cost: 1
    pre: (mapped l1 p2) (mapped l5 p3)
    add: (mapped l1 p3) (mapped l5 p2)
    del: (mapped l1 p2) (mapped l5 p3)
  (swap l1 l5 p4 p10), cost: 1
    pre: (mapped l1 p4) (mapped l5 p10)
    add: (mapped l1 p10) (mapped l5 p4)
    del: (mapped l1 p4) (mapped l5 p10)
  (swap l1 l5 p4 p3), cost: 1
    pre: (mapped l1 p4) (mapped l5 p3)
    add: (mapped l1 p3) (mapped l5 p4)
    del: (mapped l1 p4) (mapped l5 p3)
  (swap l1 l5 p5 p4), cost: 1
    pre: (mapped l1 p5) (mapped l5 p4)
    add: (mapped l1 p4) (mapped l5 p5)
    del: (mapped l1 p5) (mapped l5 p4)
  (swap l1 l5 p5 p6), cost: 1
    pre: (mapped l1 p5) (mapped l5 p6)
    add: (mapped l1 p6) (mapped l5 p5)
    del: (mapped l1 p5) (mapped l5 p6)
  (swap l1 l5 p5 p9), cost: 1
    pre: (mapped l1 p5) (mapped l5 p9)
    add: (mapped l1 p9) (mapped l5 p5)
    del: (mapped l1 p5) (mapped l5 p9)
  (swap l1 l5 p6 p8), cost: 1
    pre: (mapped l1 p6) (mapped l5 p8)
    add: (mapped l1 p8) (mapped l5 p6)
    del: (mapped l1 p6) (mapped l5 p8)
  (swap l1 l5 p7 p8), cost: 1
    pre: (mapped l1 p7) (mapped l5 p8)
    add: (mapped l1 p8) (mapped l5 p7)
    del: (mapped l1 p7) (mapped l5 p8)
  (swap l1 l5 p9 p10), cost: 1
    pre: (mapped l1 p9) (mapped l5 p10)
    add: (mapped l1 p10) (mapped l5 p9)
    del: (mapped l1 p9) (mapped l5 p10)
  (swap l1 l5 p9 p8), cost: 1
    pre: (mapped l1 p9) (mapped l5 p8)
    add: (mapped l1 p8) (mapped l5 p9)
    del: (mapped l1 p9) (mapped l5 p8)
  (swap l1 l6 p1 p0), cost: 1
    pre: (mapped l1 p1) (mapped l6 p0)
    add: (mapped l1 p0) (mapped l6 p1)
    del: (mapped l1 p1) (mapped l6 p0)
  (swap l1 l6 p1 p2), cost: 1
    pre: (mapped l1 p1) (mapped l6 p2)
    add: (mapped l1 p2) (mapped l6 p1)
    del: (mapped l1 p1) (mapped l6 p2)
  (swap l1 l6 p11 p10), cost: 1
    pre: (mapped l1 p11) (mapped l6 p10)
    add: (mapped l1 p10) (mapped l6 p11)
    del: (mapped l1 p11) (mapped l6 p10)
  (swap l1 l6 p11 p12), cost: 1
    pre: (mapped l1 p11) (mapped l6 p12)
    add: (mapped l1 p12) (mapped l6 p11)
    del: (mapped l1 p11) (mapped l6 p12)
  (swap l1 l6 p11 p3), cost: 1
    pre: (mapped l1 p11) (mapped l6 p3)
    add: (mapped l1 p3) (mapped l6 p11)
    del: (mapped l1 p11) (mapped l6 p3)
  (swap l1 l6 p12 p2), cost: 1
    pre: (mapped l1 p12) (mapped l6 p2)
    add: (mapped l1 p2) (mapped l6 p12)
    del: (mapped l1 p12) (mapped l6 p2)
  (swap l1 l6 p13 p1), cost: 1
    pre: (mapped l1 p13) (mapped l6 p1)
    add: (mapped l1 p1) (mapped l6 p13)
    del: (mapped l1 p13) (mapped l6 p1)
  (swap l1 l6 p13 p12), cost: 1
    pre: (mapped l1 p13) (mapped l6 p12)
    add: (mapped l1 p12) (mapped l6 p13)
    del: (mapped l1 p13) (mapped l6 p12)
  (swap l1 l6 p2 p3), cost: 1
    pre: (mapped l1 p2) (mapped l6 p3)
    add: (mapped l1 p3) (mapped l6 p2)
    del: (mapped l1 p2) (mapped l6 p3)
  (swap l1 l6 p4 p10), cost: 1
    pre: (mapped l1 p4) (mapped l6 p10)
    add: (mapped l1 p10) (mapped l6 p4)
    del: (mapped l1 p4) (mapped l6 p10)
  (swap l1 l6 p4 p3), cost: 1
    pre: (mapped l1 p4) (mapped l6 p3)
    add: (mapped l1 p3) (mapped l6 p4)
    del: (mapped l1 p4) (mapped l6 p3)
  (swap l1 l6 p5 p4), cost: 1
    pre: (mapped l1 p5) (mapped l6 p4)
    add: (mapped l1 p4) (mapped l6 p5)
    del: (mapped l1 p5) (mapped l6 p4)
  (swap l1 l6 p5 p6), cost: 1
    pre: (mapped l1 p5) (mapped l6 p6)
    add: (mapped l1 p6) (mapped l6 p5)
    del: (mapped l1 p5) (mapped l6 p6)
  (swap l1 l6 p5 p9), cost: 1
    pre: (mapped l1 p5) (mapped l6 p9)
    add: (mapped l1 p9) (mapped l6 p5)
    del: (mapped l1 p5) (mapped l6 p9)
  (swap l1 l6 p6 p8), cost: 1
    pre: (mapped l1 p6) (mapped l6 p8)
    add: (mapped l1 p8) (mapped l6 p6)
    del: (mapped l1 p6) (mapped l6 p8)
  (swap l1 l6 p7 p8), cost: 1
    pre: (mapped l1 p7) (mapped l6 p8)
    add: (mapped l1 p8) (mapped l6 p7)
    del: (mapped l1 p7) (mapped l6 p8)
  (swap l1 l6 p9 p10), cost: 1
    pre: (mapped l1 p9) (mapped l6 p10)
    add: (mapped l1 p10) (mapped l6 p9)
    del: (mapped l1 p9) (mapped l6 p10)
  (swap l1 l6 p9 p8), cost: 1
    pre: (mapped l1 p9) (mapped l6 p8)
    add: (mapped l1 p8) (mapped l6 p9)
    del: (mapped l1 p9) (mapped l6 p8)
  (swap l2 l0 p1 p0), cost: 1
    pre: (mapped l0 p0) (mapped l2 p1)
    add: (mapped l0 p1) (mapped l2 p0)
    del: (mapped l0 p0) (mapped l2 p1)
  (swap l2 l0 p1 p2), cost: 1
    pre: (mapped l0 p2) (mapped l2 p1)
    add: (mapped l0 p1) (mapped l2 p2)
    del: (mapped l0 p2) (mapped l2 p1)
  (swap l2 l0 p11 p10), cost: 1
    pre: (mapped l0 p10) (mapped l2 p11)
    add: (mapped l0 p11) (mapped l2 p10)
    del: (mapped l0 p10) (mapped l2 p11)
  (swap l2 l0 p11 p12), cost: 1
    pre: (mapped l0 p12) (mapped l2 p11)
    add: (mapped l0 p11) (mapped l2 p12)
    del: (mapped l0 p12) (mapped l2 p11)
  (swap l2 l0 p11 p3), cost: 1
    pre: (mapped l0 p3) (mapped l2 p11)
    add: (mapped l0 p11) (mapped l2 p3)
    del: (mapped l0 p3) (mapped l2 p11)
  (swap l2 l0 p12 p2), cost: 1
    pre: (mapped l0 p2) (mapped l2 p12)
    add: (mapped l0 p12) (mapped l2 p2)
    del: (mapped l0 p2) (mapped l2 p12)
  (swap l2 l0 p13 p1), cost: 1
    pre: (mapped l0 p1) (mapped l2 p13)
    add: (mapped l0 p13) (mapped l2 p1)
    del: (mapped l0 p1) (mapped l2 p13)
  (swap l2 l0 p13 p12), cost: 1
    pre: (mapped l0 p12) (mapped l2 p13)
    add: (mapped l0 p13) (mapped l2 p12)
    del: (mapped l0 p12) (mapped l2 p13)
  (swap l2 l0 p2 p3), cost: 1
    pre: (mapped l0 p3) (mapped l2 p2)
    add: (mapped l0 p2) (mapped l2 p3)
    del: (mapped l0 p3) (mapped l2 p2)
  (swap l2 l0 p4 p10), cost: 1
    pre: (mapped l0 p10) (mapped l2 p4)
    add: (mapped l0 p4) (mapped l2 p10)
    del: (mapped l0 p10) (mapped l2 p4)
  (swap l2 l0 p4 p3), cost: 1
    pre: (mapped l0 p3) (mapped l2 p4)
    add: (mapped l0 p4) (mapped l2 p3)
    del: (mapped l0 p3) (mapped l2 p4)
  (swap l2 l0 p5 p4), cost: 1
    pre: (mapped l0 p4) (mapped l2 p5)
    add: (mapped l0 p5) (mapped l2 p4)
    del: (mapped l0 p4) (mapped l2 p5)
  (swap l2 l0 p5 p6), cost: 1
    pre: (mapped l0 p6) (mapped l2 p5)
    add: (mapped l0 p5) (mapped l2 p6)
    del: (mapped l0 p6) (mapped l2 p5)
  (swap l2 l0 p5 p9), cost: 1
    pre: (mapped l0 p9) (mapped l2 p5)
    add: (mapped l0 p5) (mapped l2 p9)
    del: (mapped l0 p9) (mapped l2 p5)
  (swap l2 l0 p6 p8), cost: 1
    pre: (mapped l0 p8) (mapped l2 p6)
    add: (mapped l0 p6) (mapped l2 p8)
    del: (mapped l0 p8) (mapped l2 p6)
  (swap l2 l0 p7 p8), cost: 1
    pre: (mapped l0 p8) (mapped l2 p7)
    add: (mapped l0 p7) (mapped l2 p8)
    del: (mapped l0 p8) (mapped l2 p7)
  (swap l2 l0 p9 p10), cost: 1
    pre: (mapped l0 p10) (mapped l2 p9)
    add: (mapped l0 p9) (mapped l2 p10)
    del: (mapped l0 p10) (mapped l2 p9)
  (swap l2 l0 p9 p8), cost: 1
    pre: (mapped l0 p8) (mapped l2 p9)
    add: (mapped l0 p9) (mapped l2 p8)
    del: (mapped l0 p8) (mapped l2 p9)
  (swap l2 l1 p1 p0), cost: 1
    pre: (mapped l1 p0) (mapped l2 p1)
    add: (mapped l1 p1) (mapped l2 p0)
    del: (mapped l1 p0) (mapped l2 p1)
  (swap l2 l1 p1 p2), cost: 1
    pre: (mapped l1 p2) (mapped l2 p1)
    add: (mapped l1 p1) (mapped l2 p2)
    del: (mapped l1 p2) (mapped l2 p1)
  (swap l2 l1 p11 p10), cost: 1
    pre: (mapped l1 p10) (mapped l2 p11)
    add: (mapped l1 p11) (mapped l2 p10)
    del: (mapped l1 p10) (mapped l2 p11)
  (swap l2 l1 p11 p12), cost: 1
    pre: (mapped l1 p12) (mapped l2 p11)
    add: (mapped l1 p11) (mapped l2 p12)
    del: (mapped l1 p12) (mapped l2 p11)
  (swap l2 l1 p11 p3), cost: 1
    pre: (mapped l1 p3) (mapped l2 p11)
    add: (mapped l1 p11) (mapped l2 p3)
    del: (mapped l1 p3) (mapped l2 p11)
  (swap l2 l1 p12 p2), cost: 1
    pre: (mapped l1 p2) (mapped l2 p12)
    add: (mapped l1 p12) (mapped l2 p2)
    del: (mapped l1 p2) (mapped l2 p12)
  (swap l2 l1 p13 p1), cost: 1
    pre: (mapped l1 p1) (mapped l2 p13)
    add: (mapped l1 p13) (mapped l2 p1)
    del: (mapped l1 p1) (mapped l2 p13)
  (swap l2 l1 p13 p12), cost: 1
    pre: (mapped l1 p12) (mapped l2 p13)
    add: (mapped l1 p13) (mapped l2 p12)
    del: (mapped l1 p12) (mapped l2 p13)
  (swap l2 l1 p2 p3), cost: 1
    pre: (mapped l1 p3) (mapped l2 p2)
    add: (mapped l1 p2) (mapped l2 p3)
    del: (mapped l1 p3) (mapped l2 p2)
  (swap l2 l1 p4 p10), cost: 1
    pre: (mapped l1 p10) (mapped l2 p4)
    add: (mapped l1 p4) (mapped l2 p10)
    del: (mapped l1 p10) (mapped l2 p4)
  (swap l2 l1 p4 p3), cost: 1
    pre: (mapped l1 p3) (mapped l2 p4)
    add: (mapped l1 p4) (mapped l2 p3)
    del: (mapped l1 p3) (mapped l2 p4)
  (swap l2 l1 p5 p4), cost: 1
    pre: (mapped l1 p4) (mapped l2 p5)
    add: (mapped l1 p5) (mapped l2 p4)
    del: (mapped l1 p4) (mapped l2 p5)
  (swap l2 l1 p5 p6), cost: 1
    pre: (mapped l1 p6) (mapped l2 p5)
    add: (mapped l1 p5) (mapped l2 p6)
    del: (mapped l1 p6) (mapped l2 p5)
  (swap l2 l1 p5 p9), cost: 1
    pre: (mapped l1 p9) (mapped l2 p5)
    add: (mapped l1 p5) (mapped l2 p9)
    del: (mapped l1 p9) (mapped l2 p5)
  (swap l2 l1 p6 p8), cost: 1
    pre: (mapped l1 p8) (mapped l2 p6)
    add: (mapped l1 p6) (mapped l2 p8)
    del: (mapped l1 p8) (mapped l2 p6)
  (swap l2 l1 p7 p8), cost: 1
    pre: (mapped l1 p8) (mapped l2 p7)
    add: (mapped l1 p7) (mapped l2 p8)
    del: (mapped l1 p8) (mapped l2 p7)
  (swap l2 l1 p9 p10), cost: 1
    pre: (mapped l1 p10) (mapped l2 p9)
    add: (mapped l1 p9) (mapped l2 p10)
    del: (mapped l1 p10) (mapped l2 p9)
  (swap l2 l1 p9 p8), cost: 1
    pre: (mapped l1 p8) (mapped l2 p9)
    add: (mapped l1 p9) (mapped l2 p8)
    del: (mapped l1 p8) (mapped l2 p9)
  (swap l2 l3 p1 p0), cost: 1
    pre: (mapped l2 p1) (mapped l3 p0)
    add: (mapped l2 p0) (mapped l3 p1)
    del: (mapped l2 p1) (mapped l3 p0)
  (swap l2 l3 p1 p2), cost: 1
    pre: (mapped l2 p1) (mapped l3 p2)
    add: (mapped l2 p2) (mapped l3 p1)
    del: (mapped l2 p1) (mapped l3 p2)
  (swap l2 l3 p11 p10), cost: 1
    pre: (mapped l2 p11) (mapped l3 p10)
    add: (mapped l2 p10) (mapped l3 p11)
    del: (mapped l2 p11) (mapped l3 p10)
  (swap l2 l3 p11 p12), cost: 1
    pre: (mapped l2 p11) (mapped l3 p12)
    add: (mapped l2 p12) (mapped l3 p11)
    del: (mapped l2 p11) (mapped l3 p12)
  (swap l2 l3 p11 p3), cost: 1
    pre: (mapped l2 p11) (mapped l3 p3)
    add: (mapped l2 p3) (mapped l3 p11)
    del: (mapped l2 p11) (mapped l3 p3)
  (swap l2 l3 p12 p2), cost: 1
    pre: (mapped l2 p12) (mapped l3 p2)
    add: (mapped l2 p2) (mapped l3 p12)
    del: (mapped l2 p12) (mapped l3 p2)
  (swap l2 l3 p13 p1), cost: 1
    pre: (mapped l2 p13) (mapped l3 p1)
    add: (mapped l2 p1) (mapped l3 p13)
    del: (mapped l2 p13) (mapped l3 p1)
  (swap l2 l3 p13 p12), cost: 1
    pre: (mapped l2 p13) (mapped l3 p12)
    add: (mapped l2 p12) (mapped l3 p13)
    del: (mapped l2 p13) (mapped l3 p12)
  (swap l2 l3 p2 p3), cost: 1
    pre: (mapped l2 p2) (mapped l3 p3)
    add: (mapped l2 p3) (mapped l3 p2)
    del: (mapped l2 p2) (mapped l3 p3)
  (swap l2 l3 p4 p10), cost: 1
    pre: (mapped l2 p4) (mapped l3 p10)
    add: (mapped l2 p10) (mapped l3 p4)
    del: (mapped l2 p4) (mapped l3 p10)
  (swap l2 l3 p4 p3), cost: 1
    pre: (mapped l2 p4) (mapped l3 p3)
    add: (mapped l2 p3) (mapped l3 p4)
    del: (mapped l2 p4) (mapped l3 p3)
  (swap l2 l3 p5 p4), cost: 1
    pre: (mapped l2 p5) (mapped l3 p4)
    add: (mapped l2 p4) (mapped l3 p5)
    del: (mapped l2 p5) (mapped l3 p4)
  (swap l2 l3 p5 p6), cost: 1
    pre: (mapped l2 p5) (mapped l3 p6)
    add: (mapped l2 p6) (mapped l3 p5)
    del: (mapped l2 p5) (mapped l3 p6)
  (swap l2 l3 p5 p9), cost: 1
    pre: (mapped l2 p5) (mapped l3 p9)
    add: (mapped l2 p9) (mapped l3 p5)
    del: (mapped l2 p5) (mapped l3 p9)
  (swap l2 l3 p6 p8), cost: 1
    pre: (mapped l2 p6) (mapped l3 p8)
    add: (mapped l2 p8) (mapped l3 p6)
    del: (mapped l2 p6) (mapped l3 p8)
  (swap l2 l3 p7 p8), cost: 1
    pre: (mapped l2 p7) (mapped l3 p8)
    add: (mapped l2 p8) (mapped l3 p7)
    del: (mapped l2 p7) (mapped l3 p8)
  (swap l2 l3 p9 p10), cost: 1
    pre: (mapped l2 p9) (mapped l3 p10)
    add: (mapped l2 p10) (mapped l3 p9)
    del: (mapped l2 p9) (mapped l3 p10)
  (swap l2 l3 p9 p8), cost: 1
    pre: (mapped l2 p9) (mapped l3 p8)
    add: (mapped l2 p8) (mapped l3 p9)
    del: (mapped l2 p9) (mapped l3 p8)
  (swap l2 l4 p1 p0), cost: 1
    pre: (mapped l2 p1) (mapped l4 p0)
    add: (mapped l2 p0) (mapped l4 p1)
    del: (mapped l2 p1) (mapped l4 p0)
  (swap l2 l4 p1 p2), cost: 1
    pre: (mapped l2 p1) (mapped l4 p2)
    add: (mapped l2 p2) (mapped l4 p1)
    del: (mapped l2 p1) (mapped l4 p2)
  (swap l2 l4 p11 p10), cost: 1
    pre: (mapped l2 p11) (mapped l4 p10)
    add: (mapped l2 p10) (mapped l4 p11)
    del: (mapped l2 p11) (mapped l4 p10)
  (swap l2 l4 p11 p12), cost: 1
    pre: (mapped l2 p11) (mapped l4 p12)
    add: (mapped l2 p12) (mapped l4 p11)
    del: (mapped l2 p11) (mapped l4 p12)
  (swap l2 l4 p11 p3), cost: 1
    pre: (mapped l2 p11) (mapped l4 p3)
    add: (mapped l2 p3) (mapped l4 p11)
    del: (mapped l2 p11) (mapped l4 p3)
  (swap l2 l4 p12 p2), cost: 1
    pre: (mapped l2 p12) (mapped l4 p2)
    add: (mapped l2 p2) (mapped l4 p12)
    del: (mapped l2 p12) (mapped l4 p2)
  (swap l2 l4 p13 p1), cost: 1
    pre: (mapped l2 p13) (mapped l4 p1)
    add: (mapped l2 p1) (mapped l4 p13)
    del: (mapped l2 p13) (mapped l4 p1)
  (swap l2 l4 p13 p12), cost: 1
    pre: (mapped l2 p13) (mapped l4 p12)
    add: (mapped l2 p12) (mapped l4 p13)
    del: (mapped l2 p13) (mapped l4 p12)
  (swap l2 l4 p2 p3), cost: 1
    pre: (mapped l2 p2) (mapped l4 p3)
    add: (mapped l2 p3) (mapped l4 p2)
    del: (mapped l2 p2) (mapped l4 p3)
  (swap l2 l4 p4 p10), cost: 1
    pre: (mapped l2 p4) (mapped l4 p10)
    add: (mapped l2 p10) (mapped l4 p4)
    del: (mapped l2 p4) (mapped l4 p10)
  (swap l2 l4 p4 p3), cost: 1
    pre: (mapped l2 p4) (mapped l4 p3)
    add: (mapped l2 p3) (mapped l4 p4)
    del: (mapped l2 p4) (mapped l4 p3)
  (swap l2 l4 p5 p4), cost: 1
    pre: (mapped l2 p5) (mapped l4 p4)
    add: (mapped l2 p4) (mapped l4 p5)
    del: (mapped l2 p5) (mapped l4 p4)
  (swap l2 l4 p5 p6), cost: 1
    pre: (mapped l2 p5) (mapped l4 p6)
    add: (mapped l2 p6) (mapped l4 p5)
    del: (mapped l2 p5) (mapped l4 p6)
  (swap l2 l4 p5 p9), cost: 1
    pre: (mapped l2 p5) (mapped l4 p9)
    add: (mapped l2 p9) (mapped l4 p5)
    del: (mapped l2 p5) (mapped l4 p9)
  (swap l2 l4 p6 p8), cost: 1
    pre: (mapped l2 p6) (mapped l4 p8)
    add: (mapped l2 p8) (mapped l4 p6)
    del: (mapped l2 p6) (mapped l4 p8)
  (swap l2 l4 p7 p8), cost: 1
    pre: (mapped l2 p7) (mapped l4 p8)
    add: (mapped l2 p8) (mapped l4 p7)
    del: (mapped l2 p7) (mapped l4 p8)
  (swap l2 l4 p9 p10), cost: 1
    pre: (mapped l2 p9) (mapped l4 p10)
    add: (mapped l2 p10) (mapped l4 p9)
    del: (mapped l2 p9) (mapped l4 p10)
  (swap l2 l4 p9 p8), cost: 1
    pre: (mapped l2 p9) (mapped l4 p8)
    add: (mapped l2 p8) (mapped l4 p9)
    del: (mapped l2 p9) (mapped l4 p8)
  (swap l2 l5 p1 p0), cost: 1
    pre: (mapped l2 p1) (mapped l5 p0)
    add: (mapped l2 p0) (mapped l5 p1)
    del: (mapped l2 p1) (mapped l5 p0)
  (swap l2 l5 p1 p2), cost: 1
    pre: (mapped l2 p1) (mapped l5 p2)
    add: (mapped l2 p2) (mapped l5 p1)
    del: (mapped l2 p1) (mapped l5 p2)
  (swap l2 l5 p11 p10), cost: 1
    pre: (mapped l2 p11) (mapped l5 p10)
    add: (mapped l2 p10) (mapped l5 p11)
    del: (mapped l2 p11) (mapped l5 p10)
  (swap l2 l5 p11 p12), cost: 1
    pre: (mapped l2 p11) (mapped l5 p12)
    add: (mapped l2 p12) (mapped l5 p11)
    del: (mapped l2 p11) (mapped l5 p12)
  (swap l2 l5 p11 p3), cost: 1
    pre: (mapped l2 p11) (mapped l5 p3)
    add: (mapped l2 p3) (mapped l5 p11)
    del: (mapped l2 p11) (mapped l5 p3)
  (swap l2 l5 p12 p2), cost: 1
    pre: (mapped l2 p12) (mapped l5 p2)
    add: (mapped l2 p2) (mapped l5 p12)
    del: (mapped l2 p12) (mapped l5 p2)
  (swap l2 l5 p13 p1), cost: 1
    pre: (mapped l2 p13) (mapped l5 p1)
    add: (mapped l2 p1) (mapped l5 p13)
    del: (mapped l2 p13) (mapped l5 p1)
  (swap l2 l5 p13 p12), cost: 1
    pre: (mapped l2 p13) (mapped l5 p12)
    add: (mapped l2 p12) (mapped l5 p13)
    del: (mapped l2 p13) (mapped l5 p12)
  (swap l2 l5 p2 p3), cost: 1
    pre: (mapped l2 p2) (mapped l5 p3)
    add: (mapped l2 p3) (mapped l5 p2)
    del: (mapped l2 p2) (mapped l5 p3)
  (swap l2 l5 p4 p10), cost: 1
    pre: (mapped l2 p4) (mapped l5 p10)
    add: (mapped l2 p10) (mapped l5 p4)
    del: (mapped l2 p4) (mapped l5 p10)
  (swap l2 l5 p4 p3), cost: 1
    pre: (mapped l2 p4) (mapped l5 p3)
    add: (mapped l2 p3) (mapped l5 p4)
    del: (mapped l2 p4) (mapped l5 p3)
  (swap l2 l5 p5 p4), cost: 1
    pre: (mapped l2 p5) (mapped l5 p4)
    add: (mapped l2 p4) (mapped l5 p5)
    del: (mapped l2 p5) (mapped l5 p4)
  (swap l2 l5 p5 p6), cost: 1
    pre: (mapped l2 p5) (mapped l5 p6)
    add: (mapped l2 p6) (mapped l5 p5)
    del: (mapped l2 p5) (mapped l5 p6)
  (swap l2 l5 p5 p9), cost: 1
    pre: (mapped l2 p5) (mapped l5 p9)
    add: (mapped l2 p9) (mapped l5 p5)
    del: (mapped l2 p5) (mapped l5 p9)
  (swap l2 l5 p6 p8), cost: 1
    pre: (mapped l2 p6) (mapped l5 p8)
    add: (mapped l2 p8) (mapped l5 p6)
    del: (mapped l2 p6) (mapped l5 p8)
  (swap l2 l5 p7 p8), cost: 1
    pre: (mapped l2 p7) (mapped l5 p8)
    add: (mapped l2 p8) (mapped l5 p7)
    del: (mapped l2 p7) (mapped l5 p8)
  (swap l2 l5 p9 p10), cost: 1
    pre: (mapped l2 p9) (mapped l5 p10)
    add: (mapped l2 p10) (mapped l5 p9)
    del: (mapped l2 p9) (mapped l5 p10)
  (swap l2 l5 p9 p8), cost: 1
    pre: (mapped l2 p9) (mapped l5 p8)
    add: (mapped l2 p8) (mapped l5 p9)
    del: (mapped l2 p9) (mapped l5 p8)
  (swap l2 l6 p1 p0), cost: 1
    pre: (mapped l2 p1) (mapped l6 p0)
    add: (mapped l2 p0) (mapped l6 p1)
    del: (mapped l2 p1) (mapped l6 p0)
  (swap l2 l6 p1 p2), cost: 1
    pre: (mapped l2 p1) (mapped l6 p2)
    add: (mapped l2 p2) (mapped l6 p1)
    del: (mapped l2 p1) (mapped l6 p2)
  (swap l2 l6 p11 p10), cost: 1
    pre: (mapped l2 p11) (mapped l6 p10)
    add: (mapped l2 p10) (mapped l6 p11)
    del: (mapped l2 p11) (mapped l6 p10)
  (swap l2 l6 p11 p12), cost: 1
    pre: (mapped l2 p11) (mapped l6 p12)
    add: (mapped l2 p12) (mapped l6 p11)
    del: (mapped l2 p11) (mapped l6 p12)
  (swap l2 l6 p11 p3), cost: 1
    pre: (mapped l2 p11) (mapped l6 p3)
    add: (mapped l2 p3) (mapped l6 p11)
    del: (mapped l2 p11) (mapped l6 p3)
  (swap l2 l6 p12 p2), cost: 1
    pre: (mapped l2 p12) (mapped l6 p2)
    add: (mapped l2 p2) (mapped l6 p12)
    del: (mapped l2 p12) (mapped l6 p2)
  (swap l2 l6 p13 p1), cost: 1
    pre: (mapped l2 p13) (mapped l6 p1)
    add: (mapped l2 p1) (mapped l6 p13)
    del: (mapped l2 p13) (mapped l6 p1)
  (swap l2 l6 p13 p12), cost: 1
    pre: (mapped l2 p13) (mapped l6 p12)
    add: (mapped l2 p12) (mapped l6 p13)
    del: (mapped l2 p13) (mapped l6 p12)
  (swap l2 l6 p2 p3), cost: 1
    pre: (mapped l2 p2) (mapped l6 p3)
    add: (mapped l2 p3) (mapped l6 p2)
    del: (mapped l2 p2) (mapped l6 p3)
  (swap l2 l6 p4 p10), cost: 1
    pre: (mapped l2 p4) (mapped l6 p10)
    add: (mapped l2 p10) (mapped l6 p4)
    del: (mapped l2 p4) (mapped l6 p10)
  (swap l2 l6 p4 p3), cost: 1
    pre: (mapped l2 p4) (mapped l6 p3)
    add: (mapped l2 p3) (mapped l6 p4)
    del: (mapped l2 p4) (mapped l6 p3)
  (swap l2 l6 p5 p4), cost: 1
    pre: (mapped l2 p5) (mapped l6 p4)
    add: (mapped l2 p4) (mapped l6 p5)
    del: (mapped l2 p5) (mapped l6 p4)
  (swap l2 l6 p5 p6), cost: 1
    pre: (mapped l2 p5) (mapped l6 p6)
    add: (mapped l2 p6) (mapped l6 p5)
    del: (mapped l2 p5) (mapped l6 p6)
  (swap l2 l6 p5 p9), cost: 1
    pre: (mapped l2 p5) (mapped l6 p9)
    add: (mapped l2 p9) (mapped l6 p5)
    del: (mapped l2 p5) (mapped l6 p9)
  (swap l2 l6 p6 p8), cost: 1
    pre: (mapped l2 p6) (mapped l6 p8)
    add: (mapped l2 p8) (mapped l6 p6)
    del: (mapped l2 p6) (mapped l6 p8)
  (swap l2 l6 p7 p8), cost: 1
    pre: (mapped l2 p7) (mapped l6 p8)
    add: (mapped l2 p8) (mapped l6 p7)
    del: (mapped l2 p7) (mapped l6 p8)
  (swap l2 l6 p9 p10), cost: 1
    pre: (mapped l2 p9) (mapped l6 p10)
    add: (mapped l2 p10) (mapped l6 p9)
    del: (mapped l2 p9) (mapped l6 p10)
  (swap l2 l6 p9 p8), cost: 1
    pre: (mapped l2 p9) (mapped l6 p8)
    add: (mapped l2 p8) (mapped l6 p9)
