(at-vehicle truck-4 city-loc-45), layer: 0
(at-vehicle truck-2 city-loc-35), layer: 2
(at-vehicle truck-2 city-loc-1), layer: 2
(at-vehicle truck-2 city-loc-17), layer: 2
(at-vehicle truck-2 city-loc-43), layer: 2
(at-vehicle truck-2 city-loc-10), layer: 2
(at-vehicle truck-1 city-loc-14), layer: 2
(at-vehicle truck-1 city-loc-22), layer: 2
(at-vehicle truck-1 city-loc-42), layer: 2
(at-vehicle truck-1 city-loc-17), layer: 2
(at-vehicle truck-1 city-loc-30), layer: 2
(at-vehicle truck-1 city-loc-34), layer: 2
(at-vehicle truck-3 city-loc-23), layer: 2
(at-vehicle truck-3 city-loc-46), layer: 2
(count-package package-bag2 city-loc-10 pnum2), layer: 2
(count-package package-bag2 truck-1 pnum1), layer: 2
(capacity truck-1 capacity-2), layer: 2
(count-package package-bag3 city-loc-38 pnum0), layer: 2
(count-package package-bag3 truck-4 pnum1), layer: 2
(capacity truck-4 capacity-2), layer: 2
(count-package package-bag13 city-loc-38 pnum0), layer: 2
(count-package package-bag13 truck-4 pnum1), layer: 2
(capacity truck-2 capacity-1), layer: 2
(count-package package-bag18 city-loc-49 pnum0), layer: 2
(count-package package-bag18 truck-1 pnum1), layer: 2
(count-package package-bag18 truck-2 pnum1), layer: 2
(count-package package-bag16 city-loc-7 pnum1), layer: 2
(capacity truck-2 capacity-4), layer: 2
(count-package package-bag16 city-loc-12 pnum1), layer: 2
(count-package package-bag16 city-loc-22 pnum1), layer: 2
(count-package package-bag16 city-loc-34 pnum1), layer: 2
(count-package package-bag16 city-loc-49 pnum1), layer: 2
(road city-loc-19 city-loc-23), layer: 0
(road city-loc-14 city-loc-34), layer: 0
(road city-loc-3 city-loc-48), layer: 0
(road city-loc-39 city-loc-40), layer: 0
(capacity-predecessor capacity-0 capacity-1), layer: 0
(road city-loc-24 city-loc-8), layer: 0
(road city-loc-34 city-loc-49), layer: 0
(road city-loc-27 city-loc-2), layer: 0
(road city-loc-23 city-loc-2), layer: 0
(road city-loc-26 city-loc-47), layer: 0
(road city-loc-47 city-loc-35), layer: 0
(road city-loc-33 city-loc-23), layer: 0
(road city-loc-17 city-loc-10), layer: 0
(road city-loc-9 city-loc-8), layer: 0
(road city-loc-7 city-loc-14), layer: 0
(road city-loc-18 city-loc-40), layer: 0
(road city-loc-20 city-loc-18), layer: 0
(road city-loc-17 city-loc-16), layer: 0
(road city-loc-15 city-loc-38), layer: 0
(road city-loc-42 city-loc-9), layer: 0
(road city-loc-24 city-loc-1), layer: 0
(road city-loc-21 city-loc-5), layer: 0
(road city-loc-30 city-loc-44), layer: 0
(road city-loc-49 city-loc-34), layer: 0
(road city-loc-38 city-loc-45), layer: 0
(road city-loc-5 city-loc-15), layer: 0
(road city-loc-5 city-loc-21), layer: 0
(road city-loc-22 city-loc-1), layer: 0
(road city-loc-31 city-loc-48), layer: 0
(road city-loc-46 city-loc-48), layer: 0
(road city-loc-29 city-loc-43), layer: 0
(road city-loc-21 city-loc-50), layer: 0
(road city-loc-48 city-loc-3), layer: 0
(road city-loc-26 city-loc-41), layer: 0
(road city-loc-9 city-loc-24), layer: 0
(road city-loc-36 city-loc-16), layer: 0
(road city-loc-25 city-loc-33), layer: 0
(road city-loc-35 city-loc-47), layer: 0
(road city-loc-44 city-loc-30), layer: 0
(road city-loc-12 city-loc-14), layer: 0
(road city-loc-31 city-loc-46), layer: 0
(road city-loc-42 city-loc-24), layer: 0
(road city-loc-43 city-loc-29), layer: 0
(road city-loc-7 city-loc-49), layer: 0
(capacity-predecessor capacity-3 capacity-4), layer: 0
(road city-loc-9 city-loc-42), layer: 0
(road city-loc-22 city-loc-42), layer: 0
(road city-loc-42 city-loc-22), layer: 0
(road city-loc-28 city-loc-13), layer: 0
(road city-loc-42 city-loc-7), layer: 0
(road city-loc-15 city-loc-5), layer: 0
(road city-loc-41 city-loc-26), layer: 0
(road city-loc-48 city-loc-47), layer: 0
(road city-loc-4 city-loc-50), layer: 0
(road city-loc-5 city-loc-45), layer: 0
(road city-loc-3 city-loc-39), layer: 0
(road city-loc-21 city-loc-26), layer: 0
(road city-loc-29 city-loc-6), layer: 0
(road city-loc-49 city-loc-7), layer: 0
(road city-loc-43 city-loc-34), layer: 0
(road city-loc-5 city-loc-50), layer: 0
(road city-loc-41 city-loc-38), layer: 0
(road city-loc-18 city-loc-20), layer: 0
(road city-loc-32 city-loc-44), layer: 0
(road city-loc-38 city-loc-15), layer: 0
(road city-loc-37 city-loc-6), layer: 0
(road city-loc-22 city-loc-14), layer: 0
(road city-loc-10 city-loc-32), layer: 0
(road city-loc-41 city-loc-18), layer: 0
(road city-loc-1 city-loc-9), layer: 0
(road city-loc-23 city-loc-33), layer: 0
(road city-loc-24 city-loc-4), layer: 0
(road city-loc-12 city-loc-35), layer: 0
(road city-loc-6 city-loc-37), layer: 0
(road city-loc-2 city-loc-27), layer: 0
(road city-loc-39 city-loc-41), layer: 0
(road city-loc-3 city-loc-47), layer: 0
(road city-loc-12 city-loc-11), layer: 0
(road city-loc-4 city-loc-8), layer: 0
(capacity-predecessor capacity-1 capacity-2), layer: 0
(road city-loc-34 city-loc-29), layer: 0
(road city-loc-48 city-loc-46), layer: 0
(road city-loc-8 city-loc-9), layer: 0
(road city-loc-1 city-loc-22), layer: 0
(road city-loc-31 city-loc-11), layer: 0
(road city-loc-39 city-loc-25), layer: 0
(road city-loc-13 city-loc-28), layer: 0
(road city-loc-25 city-loc-40), layer: 0
(road city-loc-33 city-loc-25), layer: 0
(road city-loc-50 city-loc-5), layer: 0
(road city-loc-9 city-loc-13), layer: 0
(road city-loc-33 city-loc-46), layer: 0
(road city-loc-5 city-loc-41), layer: 0
(road city-loc-14 city-loc-49), layer: 0
(road city-loc-18 city-loc-15), layer: 0
(road city-loc-14 city-loc-7), layer: 0
(road city-loc-50 city-loc-24), layer: 0
(road city-loc-34 city-loc-43), layer: 0
(road city-loc-15 city-loc-18), layer: 0
(road city-loc-8 city-loc-13), layer: 0
(road city-loc-4 city-loc-24), layer: 0
(road city-loc-16 city-loc-36), layer: 0
(road city-loc-32 city-loc-49), layer: 0
(road city-loc-7 city-loc-22), layer: 0
(road city-loc-6 city-loc-29), layer: 0
(road city-loc-38 city-loc-5), layer: 0
(road city-loc-34 city-loc-12), layer: 0
(road city-loc-25 city-loc-39), layer: 0
(road city-loc-38 city-loc-41), layer: 0
(road city-loc-47 city-loc-26), layer: 0
(road city-loc-30 city-loc-13), layer: 0
(road city-loc-32 city-loc-10), layer: 0
(road city-loc-17 city-loc-36), layer: 0
(road city-loc-46 city-loc-31), layer: 0
(road city-loc-45 city-loc-38), layer: 0
(road city-loc-47 city-loc-48), layer: 0
(road city-loc-12 city-loc-34), layer: 0
(road city-loc-49 city-loc-10), layer: 0
(road city-loc-50 city-loc-45), layer: 0
(road city-loc-17 city-loc-34), layer: 0
(road city-loc-36 city-loc-17), layer: 0
(road city-loc-42 city-loc-1), layer: 0
(road city-loc-48 city-loc-35), layer: 0
(road city-loc-13 city-loc-8), layer: 0
(road city-loc-41 city-loc-5), layer: 0
(road city-loc-43 city-loc-17), layer: 0
(road city-loc-1 city-loc-21), layer: 0
(road city-loc-39 city-loc-26), layer: 0
(road city-loc-21 city-loc-1), layer: 0
(road city-loc-2 city-loc-23), layer: 0
(road city-loc-14 city-loc-12), layer: 0
(road city-loc-32 city-loc-7), layer: 0
(road city-loc-44 city-loc-32), layer: 0
(road city-loc-49 city-loc-17), layer: 0
(road city-loc-11 city-loc-31), layer: 0
(road city-loc-3 city-loc-26), layer: 0
(road city-loc-29 city-loc-37), layer: 0
(road city-loc-39 city-loc-3), layer: 0
(road city-loc-5 city-loc-26), layer: 0
(road city-loc-35 city-loc-48), layer: 0
(road city-loc-13 city-loc-9), layer: 0
(road city-loc-40 city-loc-25), layer: 0
(road city-loc-37 city-loc-29), layer: 0
(road city-loc-15 city-loc-20), layer: 0
(road city-loc-48 city-loc-31), layer: 0
(road city-loc-45 city-loc-50), layer: 0
(road city-loc-19 city-loc-2), layer: 0
(road city-loc-19 city-loc-27), layer: 0
(road city-loc-41 city-loc-15), layer: 0
(road city-loc-18 city-loc-41), layer: 0
(road city-loc-8 city-loc-4), layer: 0
(road city-loc-10 city-loc-17), layer: 0
(road city-loc-1 city-loc-42), layer: 0
(road city-loc-43 city-loc-36), layer: 0
(road city-loc-50 city-loc-4), layer: 0
(road city-loc-24 city-loc-50), layer: 0
(road city-loc-34 city-loc-14), layer: 0
(road city-loc-8 city-loc-24), layer: 0
(road city-loc-14 city-loc-22), layer: 0
(road city-loc-45 city-loc-5), layer: 0
(road city-loc-9 city-loc-1), layer: 0
(road city-loc-26 city-loc-21), layer: 0
(road city-loc-35 city-loc-12), layer: 0
(road city-loc-11 city-loc-12), layer: 0
(road city-loc-13 city-loc-30), layer: 0
(road city-loc-26 city-loc-3), layer: 0
(road city-loc-40 city-loc-18), layer: 0
(road city-loc-43 city-loc-6), layer: 0
(road city-loc-26 city-loc-39), layer: 0
(road city-loc-16 city-loc-17), layer: 0
(road city-loc-20 city-loc-15), layer: 0
(road city-loc-12 city-loc-29), layer: 0
(road city-loc-7 city-loc-42), layer: 0
(road city-loc-6 city-loc-43), layer: 0
(road city-loc-15 city-loc-41), layer: 0
(road city-loc-29 city-loc-34), layer: 0
(road city-loc-19 city-loc-46), layer: 0
(road city-loc-47 city-loc-3), layer: 0
(road city-loc-10 city-loc-49), layer: 0
(road city-loc-23 city-loc-19), layer: 0
(road city-loc-40 city-loc-39), layer: 0
(road city-loc-46 city-loc-33), layer: 0
(road city-loc-34 city-loc-17), layer: 0
(road city-loc-49 city-loc-14), layer: 0
(road city-loc-5 city-loc-38), layer: 0
(road city-loc-2 city-loc-19), layer: 0
(road city-loc-22 city-loc-7), layer: 0
(road city-loc-35 city-loc-3), layer: 0
(road city-loc-3 city-loc-35), layer: 0
(road city-loc-17 city-loc-49), layer: 0
(road city-loc-41 city-loc-39), layer: 0
(road city-loc-17 city-loc-43), layer: 0
(road city-loc-29 city-loc-12), layer: 0
(capacity-predecessor capacity-2 capacity-3), layer: 0
(road city-loc-24 city-loc-42), layer: 0
(road city-loc-7 city-loc-32), layer: 0
(road city-loc-50 city-loc-21), layer: 0
(road city-loc-26 city-loc-5), layer: 0
(road city-loc-27 city-loc-19), layer: 0
(road city-loc-1 city-loc-24), layer: 0
(road city-loc-24 city-loc-9), layer: 0
(road city-loc-46 city-loc-19), layer: 0
(road city-loc-49 city-loc-32), layer: 0
(road city-loc-36 city-loc-43), layer: 0
(package-less pnum1 pnum2), layer: 0
(package-less pnum2 pnum3), layer: 0
(package-less pnum0 pnum1), layer: 0
(package-bag-size package-bag1 pnum3), layer: 0
(package-bag-size package-bag2 pnum3), layer: 0
(package-bag-size package-bag3 pnum2), layer: 0
(package-bag-size package-bag4 pnum2), layer: 0
(package-bag-size package-bag5 pnum2), layer: 0
(package-bag-size package-bag6 pnum1), layer: 0
(package-bag-size package-bag7 pnum1), layer: 0
(package-bag-size package-bag8 pnum1), layer: 0
(package-bag-size package-bag9 pnum1), layer: 0
(package-bag-size package-bag10 pnum1), layer: 0
(package-bag-size package-bag11 pnum1), layer: 0
(package-bag-size package-bag12 pnum1), layer: 0
(package-bag-size package-bag13 pnum1), layer: 0
(package-bag-size package-bag14 pnum1), layer: 0
(package-bag-size package-bag15 pnum1), layer: 0
(package-bag-size package-bag16 pnum1), layer: 0
(package-bag-size package-bag17 pnum1), layer: 0
(package-bag-size package-bag18 pnum1), layer: 0
(package-lte-sum pnum0 pnum0 pnum3), layer: 0
(package-lte-sum pnum0 pnum1 pnum3), layer: 0
(package-lte-sum pnum0 pnum2 pnum3), layer: 0
(package-lte-sum pnum0 pnum3 pnum3), layer: 0
(package-lte-sum pnum1 pnum0 pnum3), layer: 0
(package-lte-sum pnum1 pnum1 pnum3), layer: 0
(package-lte-sum pnum1 pnum2 pnum3), layer: 0
(package-lte-sum pnum2 pnum0 pnum3), layer: 0
(package-lte-sum pnum2 pnum1 pnum3), layer: 0
(package-lte-sum pnum3 pnum0 pnum3), layer: 0
(package-lte-sum pnum0 pnum0 pnum2), layer: 0
(package-lte-sum pnum0 pnum1 pnum2), layer: 0
(package-lte-sum pnum0 pnum2 pnum2), layer: 0
(package-lte-sum pnum1 pnum0 pnum2), layer: 0
(package-lte-sum pnum1 pnum1 pnum2), layer: 0
(package-lte-sum pnum2 pnum0 pnum2), layer: 0
(package-lte-sum pnum0 pnum0 pnum1), layer: 0
(package-lte-sum pnum0 pnum1 pnum1), layer: 0
(package-lte-sum pnum1 pnum0 pnum1), layer: 0
