(at_soil_sample waypoint3), layer: 0
(sum level38 level11 level49), layer: 0
(sum level38 level12 level50), layer: 0
(sum level39 level0 level39), layer: 0
(sum level39 level1 level40), layer: 0
(sum level39 level2 level41), layer: 0
(sum level39 level3 level42), layer: 0
(sum level39 level4 level43), layer: 0
(sum level39 level5 level44), layer: 0
(sum level39 level6 level45), layer: 0
(sum level39 level7 level46), layer: 0
(sum level39 level8 level47), layer: 0
(sum level39 level9 level48), layer: 0
(sum level39 level10 level49), layer: 0
(sum level39 level11 level50), layer: 0
(sum level40 level0 level40), layer: 0
(sum level40 level1 level41), layer: 0
(sum level40 level2 level42), layer: 0
(sum level40 level3 level43), layer: 0
(sum level40 level4 level44), layer: 0
(sum level40 level5 level45), layer: 0
(sum level40 level6 level46), layer: 0
(sum level40 level7 level47), layer: 0
(sum level40 level8 level48), layer: 0
(sum level40 level9 level49), layer: 0
(sum level40 level10 level50), layer: 0
(sum level41 level0 level41), layer: 0
(sum level41 level1 level42), layer: 0
(sum level41 level2 level43), layer: 0
(sum level41 level3 level44), layer: 0
(sum level41 level4 level45), layer: 0
(sum level41 level5 level46), layer: 0
(sum level41 level6 level47), layer: 0
(sum level41 level7 level48), layer: 0
(sum level41 level8 level49), layer: 0
(sum level41 level9 level50), layer: 0
(sum level42 level0 level42), layer: 0
(sum level42 level1 level43), layer: 0
(sum level42 level2 level44), layer: 0
(sum level42 level3 level45), layer: 0
(sum level42 level4 level46), layer: 0
(sum level42 level5 level47), layer: 0
(sum level42 level6 level48), layer: 0
(sum level42 level7 level49), layer: 0
(sum level42 level8 level50), layer: 0
(sum level43 level0 level43), layer: 0
(sum level43 level1 level44), layer: 0
(sum level43 level2 level45), layer: 0
(sum level43 level3 level46), layer: 0
(sum level43 level4 level47), layer: 0
(sum level43 level5 level48), layer: 0
(sum level43 level6 level49), layer: 0
(sum level43 level7 level50), layer: 0
(sum level44 level0 level44), layer: 0
(sum level44 level1 level45), layer: 0
(sum level44 level2 level46), layer: 0
(sum level44 level3 level47), layer: 0
(sum level44 level4 level48), layer: 0
(sum level44 level5 level49), layer: 0
(sum level44 level6 level50), layer: 0
(sum level45 level0 level45), layer: 0
(sum level45 level1 level46), layer: 0
(sum level45 level2 level47), layer: 0
(sum level45 level3 level48), layer: 0
(sum level45 level4 level49), layer: 0
(sum level45 level5 level50), layer: 0
(sum level46 level0 level46), layer: 0
(sum level46 level1 level47), layer: 0
(sum level46 level2 level48), layer: 0
(sum level46 level3 level49), layer: 0
(sum level46 level4 level50), layer: 0
(sum level47 level0 level47), layer: 0
(sum level47 level1 level48), layer: 0
(sum level47 level2 level49), layer: 0
(sum level47 level3 level50), layer: 0
(sum level48 level0 level48), layer: 0
(sum level48 level1 level49), layer: 0
(sum level48 level2 level50), layer: 0
(sum level49 level0 level49), layer: 0
(sum level49 level1 level50), layer: 0
(sum level50 level0 level50), layer: 0
(at_lander general waypoint2), layer: 0
(store_of rover0store rover0), layer: 0
(equipped_for_soil_analysis rover0), layer: 0
(equipped_for_rock_analysis rover0), layer: 0
(equipped_for_imaging rover0), layer: 0
(can_traverse rover0 waypoint0 waypoint2), layer: 0
(can_traverse rover0 waypoint2 waypoint0), layer: 0
(can_traverse rover0 waypoint0 waypoint7), layer: 0
(can_traverse rover0 waypoint7 waypoint0), layer: 0
(can_traverse rover0 waypoint0 waypoint8), layer: 0
(can_traverse rover0 waypoint8 waypoint0), layer: 0
(can_traverse rover0 waypoint0 waypoint11), layer: 0
(can_traverse rover0 waypoint11 waypoint0), layer: 0
(can_traverse rover0 waypoint1 waypoint2), layer: 0
(can_traverse rover0 waypoint2 waypoint1), layer: 0
(can_traverse rover0 waypoint1 waypoint5), layer: 0
(can_traverse rover0 waypoint5 waypoint1), layer: 0
(can_traverse rover0 waypoint1 waypoint7), layer: 0
(can_traverse rover0 waypoint7 waypoint1), layer: 0
(can_traverse rover0 waypoint2 waypoint3), layer: 0
(can_traverse rover0 waypoint3 waypoint2), layer: 0
(can_traverse rover0 waypoint2 waypoint4), layer: 0
(can_traverse rover0 waypoint4 waypoint2), layer: 0
(can_traverse rover0 waypoint2 waypoint6), layer: 0
(can_traverse rover0 waypoint6 waypoint2), layer: 0
(can_traverse rover0 waypoint2 waypoint8), layer: 0
(can_traverse rover0 waypoint8 waypoint2), layer: 0
(can_traverse rover0 waypoint2 waypoint10), layer: 0
(can_traverse rover0 waypoint10 waypoint2), layer: 0
(can_traverse rover0 waypoint3 waypoint1), layer: 0
(can_traverse rover0 waypoint1 waypoint3), layer: 0
(can_traverse rover0 waypoint3 waypoint6), layer: 0
(can_traverse rover0 waypoint6 waypoint3), layer: 0
(can_traverse rover0 waypoint4 waypoint1), layer: 0
(can_traverse rover0 waypoint1 waypoint4), layer: 0
(can_traverse rover0 waypoint4 waypoint11), layer: 0
(can_traverse rover0 waypoint11 waypoint4), layer: 0
(can_traverse rover0 waypoint5 waypoint8), layer: 0
(can_traverse rover0 waypoint8 waypoint5), layer: 0
(can_traverse rover0 waypoint6 waypoint1), layer: 0
(can_traverse rover0 waypoint1 waypoint6), layer: 0
(can_traverse rover0 waypoint6 waypoint9), layer: 0
(can_traverse rover0 waypoint9 waypoint6), layer: 0
(can_traverse rover0 waypoint6 waypoint11), layer: 0
(can_traverse rover0 waypoint11 waypoint6), layer: 0
(can_traverse rover0 waypoint7 waypoint4), layer: 0
(can_traverse rover0 waypoint4 waypoint7), layer: 0
(can_traverse rover0 waypoint7 waypoint6), layer: 0
(can_traverse rover0 waypoint6 waypoint7), layer: 0
(can_traverse rover0 waypoint7 waypoint9), layer: 0
(can_traverse rover0 waypoint9 waypoint7), layer: 0
(can_traverse rover0 waypoint8 waypoint1), layer: 0
(can_traverse rover0 waypoint1 waypoint8), layer: 0
(can_traverse rover0 waypoint8 waypoint3), layer: 0
(can_traverse rover0 waypoint3 waypoint8), layer: 0
(can_traverse rover0 waypoint8 waypoint6), layer: 0
(can_traverse rover0 waypoint6 waypoint8), layer: 0
(can_traverse rover0 waypoint8 waypoint9), layer: 0
(can_traverse rover0 waypoint9 waypoint8), layer: 0
(can_traverse rover0 waypoint8 waypoint10), layer: 0
(can_traverse rover0 waypoint10 waypoint8), layer: 0
(can_traverse rover0 waypoint9 waypoint1), layer: 0
(can_traverse rover0 waypoint1 waypoint9), layer: 0
(can_traverse rover0 waypoint9 waypoint2), layer: 0
(can_traverse rover0 waypoint2 waypoint9), layer: 0
(can_traverse rover0 waypoint9 waypoint3), layer: 0
(can_traverse rover0 waypoint3 waypoint9), layer: 0
(can_traverse rover0 waypoint9 waypoint5), layer: 0
(can_traverse rover0 waypoint5 waypoint9), layer: 0
(can_traverse rover0 waypoint10 waypoint0), layer: 0
(can_traverse rover0 waypoint0 waypoint10), layer: 0
(can_traverse rover0 waypoint10 waypoint3), layer: 0
(can_traverse rover0 waypoint3 waypoint10), layer: 0
(can_traverse rover0 waypoint10 waypoint7), layer: 0
(can_traverse rover0 waypoint7 waypoint10), layer: 0
(can_traverse rover0 waypoint10 waypoint9), layer: 0
(can_traverse rover0 waypoint9 waypoint10), layer: 0
(can_traverse rover0 waypoint11 waypoint3), layer: 0
(can_traverse rover0 waypoint3 waypoint11), layer: 0
(can_traverse rover0 waypoint11 waypoint5), layer: 0
(can_traverse rover0 waypoint5 waypoint11), layer: 0
(can_traverse rover0 waypoint11 waypoint7), layer: 0
(can_traverse rover0 waypoint7 waypoint11), layer: 0
(can_traverse rover0 waypoint11 waypoint10), layer: 0
(can_traverse rover0 waypoint10 waypoint11), layer: 0
(on_board camera0 rover0), layer: 0
(calibration_target camera0 objective0), layer: 0
(calibration_target camera0 objective1), layer: 0
(calibration_target camera0 objective2), layer: 0
(calibration_target camera0 objective3), layer: 0
(calibration_target camera0 objective4), layer: 0
(calibration_target camera0 objective5), layer: 0
(calibration_target camera0 objective6), layer: 0
(supports camera0 colour), layer: 0
(supports camera0 high_res), layer: 0
(supports camera0 low_res), layer: 0
(on_board camera1 rover0), layer: 0
(calibration_target camera1 objective0), layer: 0
(calibration_target camera1 objective1), layer: 0
(calibration_target camera1 objective2), layer: 0
(calibration_target camera1 objective3), layer: 0
(calibration_target camera1 objective4), layer: 0
(calibration_target camera1 objective5), layer: 0
(calibration_target camera1 objective6), layer: 0
(supports camera1 high_res), layer: 0
(on_board camera2 rover0), layer: 0
(calibration_target camera2 objective0), layer: 0
(calibration_target camera2 objective1), layer: 0
(calibration_target camera2 objective2), layer: 0
(calibration_target camera2 objective3), layer: 0
(calibration_target camera2 objective4), layer: 0
(calibration_target camera2 objective5), layer: 0
(calibration_target camera2 objective6), layer: 0
(supports camera2 colour), layer: 0
(on_board camera3 rover0), layer: 0
(calibration_target camera3 objective0), layer: 0
(calibration_target camera3 objective1), layer: 0
(calibration_target camera3 objective2), layer: 0
(calibration_target camera3 objective3), layer: 0
(calibration_target camera3 objective4), layer: 0
(calibration_target camera3 objective5), layer: 0
(calibration_target camera3 objective6), layer: 0
(supports camera3 colour), layer: 0
(on_board camera4 rover0), layer: 0
(calibration_target camera4 objective0), layer: 0
(calibration_target camera4 objective1), layer: 0
(calibration_target camera4 objective2), layer: 0
(calibration_target camera4 objective3), layer: 0
(calibration_target camera4 objective4), layer: 0
(calibration_target camera4 objective5), layer: 0
(calibration_target camera4 objective6), layer: 0
(supports camera4 high_res), layer: 0
(on_board camera5 rover0), layer: 0
(calibration_target camera5 objective0), layer: 0
(calibration_target camera5 objective1), layer: 0
(calibration_target camera5 objective2), layer: 0
(calibration_target camera5 objective3), layer: 0
(calibration_target camera5 objective4), layer: 0
(calibration_target camera5 objective5), layer: 0
(calibration_target camera5 objective6), layer: 0
(supports camera5 high_res), layer: 0
(supports camera5 low_res), layer: 0
(on_board camera6 rover0), layer: 0
(calibration_target camera6 objective0), layer: 0
(calibration_target camera6 objective1), layer: 0
(calibration_target camera6 objective2), layer: 0
(calibration_target camera6 objective3), layer: 0
(calibration_target camera6 objective4), layer: 0
(calibration_target camera6 objective5), layer: 0
(calibration_target camera6 objective6), layer: 0
(supports camera6 colour), layer: 0
(supports camera6 low_res), layer: 0
(on_board camera7 rover1), layer: 0
(calibration_target camera7 objective0), layer: 0
(calibration_target camera7 objective1), layer: 0
(calibration_target camera7 objective2), layer: 0
(calibration_target camera7 objective3), layer: 0
(calibration_target camera7 objective4), layer: 0
(calibration_target camera7 objective5), layer: 0
(calibration_target camera7 objective6), layer: 0
(supports camera7 colour), layer: 0
(supports camera7 high_res), layer: 0
(supports camera7 low_res), layer: 0
(on_board camera8 rover1), layer: 0
(calibration_target camera8 objective0), layer: 0
(calibration_target camera8 objective1), layer: 0
(calibration_target camera8 objective2), layer: 0
(calibration_target camera8 objective3), layer: 0
(calibration_target camera8 objective4), layer: 0
(calibration_target camera8 objective5), layer: 0
(calibration_target camera8 objective6), layer: 0
(supports camera8 high_res), layer: 0
(on_board camera9 rover1), layer: 0
(calibration_target camera9 objective0), layer: 0
(calibration_target camera9 objective1), layer: 0
(calibration_target camera9 objective2), layer: 0
(calibration_target camera9 objective3), layer: 0
(calibration_target camera9 objective4), layer: 0
(calibration_target camera9 objective5), layer: 0
(calibration_target camera9 objective6), layer: 0
(supports camera9 colour), layer: 0
(on_board camera10 rover1), layer: 0
(calibration_target camera10 objective0), layer: 0
(calibration_target camera10 objective1), layer: 0
(calibration_target camera10 objective2), layer: 0
(calibration_target camera10 objective3), layer: 0
(calibration_target camera10 objective4), layer: 0
(calibration_target camera10 objective5), layer: 0
(calibration_target camera10 objective6), layer: 0
(supports camera10 colour), layer: 0
(on_board camera11 rover1), layer: 0
(calibration_target camera11 objective0), layer: 0
(calibration_target camera11 objective1), layer: 0
(calibration_target camera11 objective2), layer: 0
(calibration_target camera11 objective3), layer: 0
(calibration_target camera11 objective4), layer: 0
(calibration_target camera11 objective5), layer: 0
(calibration_target camera11 objective6), layer: 0
(supports camera11 high_res), layer: 0
(on_board camera12 rover1), layer: 0
(calibration_target camera12 objective0), layer: 0
(calibration_target camera12 objective1), layer: 0
(calibration_target camera12 objective2), layer: 0
(calibration_target camera12 objective3), layer: 0
(calibration_target camera12 objective4), layer: 0
(calibration_target camera12 objective5), layer: 0
(calibration_target camera12 objective6), layer: 0
(supports camera12 high_res), layer: 0
(supports camera12 low_res), layer: 0
(on_board camera13 rover1), layer: 0
(calibration_target camera13 objective0), layer: 0
(calibration_target camera13 objective1), layer: 0
(calibration_target camera13 objective2), layer: 0
(calibration_target camera13 objective3), layer: 0
(calibration_target camera13 objective4), layer: 0
(calibration_target camera13 objective5), layer: 0
(calibration_target camera13 objective6), layer: 0
(supports camera13 colour), layer: 0
(supports camera13 low_res), layer: 0
(visible_from objective0 waypoint7), layer: 0
(visible_from objective0 waypoint9), layer: 0
(visible_from objective0 waypoint8), layer: 0
(visible_from objective0 waypoint0), layer: 0
(visible_from objective0 waypoint6), layer: 0
(visible_from objective0 waypoint4), layer: 0
(visible_from objective0 waypoint3), layer: 0
(visible_from objective0 waypoint11), layer: 0
(visible_from objective1 waypoint10), layer: 0
(visible_from objective1 waypoint3), layer: 0
(visible_from objective1 waypoint8), layer: 0
(visible_from objective1 waypoint11), layer: 0
(visible_from objective1 waypoint4), layer: 0
(visible_from objective1 waypoint9), layer: 0
(visible_from objective2 waypoint3), layer: 0
(visible_from objective2 waypoint8), layer: 0
(visible_from objective2 waypoint4), layer: 0
(visible_from objective2 waypoint1), layer: 0
(visible_from objective2 waypoint5), layer: 0
(visible_from objective3 waypoint8), layer: 0
(visible_from objective3 waypoint1), layer: 0
(visible_from objective3 waypoint5), layer: 0
(visible_from objective3 waypoint9), layer: 0
(visible_from objective4 waypoint10), layer: 0
(visible_from objective4 waypoint0), layer: 0
(visible_from objective4 waypoint5), layer: 0
(visible_from objective4 waypoint7), layer: 0
(visible_from objective4 waypoint4), layer: 0
(visible_from objective4 waypoint11), layer: 0
(visible_from objective4 waypoint8), layer: 0
(visible_from objective5 waypoint10), layer: 0
(visible_from objective5 waypoint1), layer: 0
(visible_from objective5 waypoint6), layer: 0
(visible_from objective5 waypoint7), layer: 0
(visible_from objective5 waypoint4), layer: 0
(visible_from objective5 waypoint2), layer: 0
(visible_from objective5 waypoint0), layer: 0
(visible_from objective6 waypoint2), layer: 0
(visible_from objective6 waypoint9), layer: 0
(visible_from objective6 waypoint3), layer: 0
